time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-18T17:50:16.481Z,36.5415,-116.9862,6.5143,0.68,ml,15,149.7,0.183,0.1188,nn,nn00483493,2015-02-19T19:40:42.110Z,"45km SSW of Beatty, Nevada",earthquake
2015-02-18T17:41:32.340Z,46.1968333,-122.1828333,2.44,1.6,md,8,138,0.01795,0.07,uw,uw60971791,2015-02-21T22:05:50.180Z,"37km NNE of Amboy, Washington",earthquake
2015-02-18T17:29:23.530Z,34.7548333,-121.125,4.94,2.54,md,67,233,0.4394,0.17,nc,nc72396805,2015-02-19T03:40:26.535Z,"55km W of Vandenberg Air Force Base, California",earthquake
2015-02-18T17:25:16.220Z,-10.8314,164.1942,21.77,4.7,mb,,96,4.404,0.81,us,usb000tqdf,2015-02-20T00:00:25.939Z,"179km W of Lata, Solomon Islands",earthquake
2015-02-18T17:25:16.000Z,62.6012,-149.0674,11,0.9,ml,,,,0.63,ak,ak11512113,2015-02-24T20:54:22.973Z,"62km ENE of Talkeetna, Alaska",earthquake
2015-02-18T17:21:55.770Z,33.6596667,-116.776,15.07,0.42,ml,13,160,0.06655,0.07,ci,ci37318472,2015-02-20T16:11:47.338Z,"10km SSW of Idyllwild, California",earthquake
2015-02-18T17:17:06.000Z,63.504,-147.3559,3.9,0.8,ml,,,,0.59,ak,ak11512095,2015-02-26T03:15:00.209Z,"80km E of Cantwell, Alaska",earthquake
2015-02-18T17:16:04.318Z,37.1286,-117.2297,15.5788,0.12,ml,7,160.07,0.216,0.1111,nn,nn00484455,2015-02-24T18:47:33.083Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-18T17:12:14.000Z,54.1856,-164.1569,40.9,1.9,ml,,,,0.33,ak,ak11517166,2015-02-24T20:56:16.660Z,"88km SSW of False Pass, Alaska",earthquake
2015-02-18T17:09:42.260Z,-10.6667,164.0727,18.55,5.4,mb,,58,4.241,0.82,us,usb000tqd1,2015-02-19T01:12:27.281Z,"192km W of Lata, Solomon Islands",earthquake
2015-02-18T17:08:47.930Z,33.8761667,-116.879,13.98,2.29,ml,91,20,0.08011,0.23,ci,ci37318464,2015-02-19T15:36:32.680Z,"6km S of Banning, California",earthquake
2015-02-18T17:07:11.280Z,40.2995,-124.5936667,18.15,2.09,md,27,236,0.2376,0.17,nc,nc72396785,2015-02-20T07:29:04.534Z,"41km SW of Ferndale, California",earthquake
2015-02-18T17:07:06.640Z,34.3435,-116.8806667,0.71,1.34,ml,45,47,0.04425,0.22,ci,ci37318456,2015-02-19T16:59:46.465Z,"10km NNW of Big Bear City, California",earthquake
2015-02-18T17:04:40.320Z,32.6261667,-115.6913333,7.46,1.34,ml,12,141,0.03752,0.24,ci,ci37318448,2015-02-19T16:51:51.582Z,"11km WNW of Progreso, B.C., Mexico",earthquake
2015-02-18T17:00:31.690Z,38.8156667,-122.7856667,2.45,0.22,md,15,59,0.004575,0.02,nc,nc72396775,2015-02-20T21:42:06.622Z,"4km NNW of The Geysers, California",earthquake
2015-02-18T16:59:38.250Z,8.9466,-82.8495,33.44,4.8,mwr,,135,1.627,1.03,us,usc000trc5,2015-03-04T23:59:42.759Z,"14km N of Rio Sereno, Panama",earthquake
2015-02-18T16:55:49.000Z,62.5788,-149.1235,13,0.8,ml,,,,0.47,ak,ak11512076,2015-02-24T20:54:41.798Z,"58km ENE of Talkeetna, Alaska",earthquake
2015-02-18T16:48:31.788Z,41.8475,-119.6834,6.396,1.43,ml,4,224.42,0.137,0.0938,nn,nn00483492,2015-02-20T19:30:35.810Z,"71km SE of Lakeview, Oregon",earthquake
2015-02-18T16:44:27.000Z,62.0931,-153.223,17.4,1,ml,,,,0.39,ak,ak11517164,2015-02-26T03:15:18.314Z,"155km SE of McGrath, Alaska",earthquake
2015-02-18T16:38:26.070Z,33.518,-116.4398333,10.36,0.88,ml,26,56,0.01298,0.26,ci,ci37318440,2015-02-18T16:59:47.240Z,"20km SW of La Quinta, California",earthquake
2015-02-18T16:37:00.610Z,-10.9071,163.9145,32.1,4.4,mb,,129,4.169,0.74,us,usc000tsnn,2015-03-05T04:19:52.735Z,"210km W of Lata, Solomon Islands",earthquake
2015-02-18T16:30:47.070Z,37.6438333,-118.933,7.77,1.03,md,27,67,0.02281,0.04,nc,nc72396770,2015-02-19T00:56:03.800Z,"3km E of Mammoth Lakes, California",earthquake
2015-02-18T16:27:33.000Z,61.9118,-149.2465,3.4,1,ml,,,,0.53,ak,ak11512002,2015-02-26T03:14:59.475Z,"18km N of Fishhook, Alaska",earthquake
2015-02-18T16:27:26.880Z,-10.7451,164.1183,35,5.1,mb,,81,4.307,1.42,us,usb000tqcy,2015-03-05T04:32:57.000Z,"187km W of Lata, Solomon Islands",earthquake
2015-02-18T16:24:40.010Z,35.9225,-120.4715,4.93,0.47,md,25,95,0.01699,0.05,nc,nc72396765,2015-02-18T22:35:03.316Z,"26km SSW of Coalinga, California",earthquake
2015-02-18T16:22:55.990Z,33.5246667,-116.7368333,4.16,0.4,ml,15,178,0.04063,0.07,ci,ci37318432,2015-02-19T16:48:31.930Z,"7km WSW of Anza, California",earthquake
2015-02-18T16:12:38.320Z,46.847,-121.9935,6.58,0.04,md,7,299,0.1331,0.53,uw,uw60971626,2015-02-18T18:11:16.470Z,"20km E of Eatonville, Washington",earthquake
2015-02-18T16:09:01.000Z,67.5962,-148.8874,11,1.4,ml,,,,0.47,ak,ak11517162,2015-02-26T03:15:35.200Z,"67km NE of Coldfoot, Alaska",earthquake
2015-02-18T16:04:19.500Z,36.0688333,-117.8646667,2.51,0.53,ml,8,147,0.04945,0.09,ci,ci37318424,2015-02-20T16:05:59.779Z,"8km ENE of Coso Junction, California",earthquake
2015-02-18T15:59:51.000Z,62.9356,-151.2404,126.3,1.5,ml,,,,0.42,ak,ak11517161,2015-02-24T20:56:32.991Z,"89km NW of Talkeetna, Alaska",earthquake
2015-02-18T15:59:24.720Z,38.8188324,-122.802002,2.32,0.3,md,9,183,0.02156,0.02,nc,nc72396760,2015-02-18T18:25:04.872Z,"6km W of Cobb, California",earthquake
2015-02-18T15:53:47.290Z,38.3111667,-122.1973333,10.61,2.42,md,90,112,0.03396,0.13,nc,nc72396755,2015-02-18T22:22:05.938Z,"7km ENE of Napa, California",earthquake
2015-02-18T15:50:15.000Z,62.2787,-148.2269,45.3,1,ml,,,,0.35,ak,ak11511981,2015-02-24T20:54:49.910Z,"62km NNE of Sutton-Alpine, Alaska",earthquake
2015-02-18T15:49:05.130Z,38.8196678,-122.8101654,3.33,1.36,md,38,38,0.003722,0.03,nc,nc72396745,2015-02-18T16:57:08.150Z,"6km NW of The Geysers, California",earthquake
2015-02-18T15:40:39.890Z,36.8975,-121.487,9.41,1.23,md,39,49,0.03101,0.22,nc,nc72396740,2015-02-20T19:52:07.065Z,"7km NE of San Juan Bautista, California",earthquake
2015-02-18T15:30:43.350Z,36.0221667,-117.7706667,2.06,0.73,ml,11,85,0.005332,0.13,ci,ci37318416,2015-02-20T16:03:24.724Z,"16km NE of Little Lake, California",earthquake
2015-02-18T15:28:58.050Z,36.02,-117.7721667,1.53,0.62,ml,10,85,0.007641,0.1,ci,ci37318408,2015-02-20T16:01:14.709Z,"15km NE of Little Lake, California",earthquake
2015-02-18T15:26:59.000Z,61.3028,-145.2584,12.7,1,ml,,,,0.64,ak,ak11511914,2015-02-24T20:54:22.244Z,"49km WSW of Chitina, Alaska",earthquake
2015-02-18T15:17:50.000Z,61.186,-149.8509,26.5,1.6,ml,,,,0.58,ak,ak11511909,2015-02-24T20:55:05.613Z,"4km SE of Anchorage, Alaska",earthquake
2015-02-18T15:14:20.390Z,-2.4695,138.8197,40.15,4.1,mb,,129,6.578,1.35,us,usc000tsnl,2015-03-05T03:51:56.040Z,"196km W of Abepura, Indonesia",earthquake
2015-02-18T15:12:48.480Z,36.0225,-117.7953333,3.32,0.2,ml,4,138,0.02453,0.29,ci,ci37318392,2015-02-19T16:42:18.514Z,"14km NE of Little Lake, California",earthquake
2015-02-18T15:12:11.537Z,41.8632,-119.668,4.2305,0.61,ml,4,222.04,0.132,0.0671,nn,nn00483494,2015-02-18T17:58:43.612Z,"66km ESE of Lakeview, Oregon",earthquake
2015-02-18T15:11:07.000Z,63.2543,-151.4266,3.4,0.7,ml,,,,0.75,ak,ak11517157,2015-02-24T20:56:32.252Z,"123km NNW of Talkeetna, Alaska",earthquake
2015-02-18T15:02:21.000Z,59.4783,-137.4584,1.3,2.2,ml,,,,0.73,ak,ak11511905,2015-02-24T20:54:21.538Z,"117km WNW of Haines, Alaska",earthquake
2015-02-18T15:01:29.040Z,36.0251667,-117.774,1.62,0.84,ml,11,85,0.007085,0.15,ci,ci37318384,2015-02-19T16:38:53.467Z,"16km NE of Little Lake, California",earthquake
2015-02-18T14:57:38.010Z,33.4735,-116.568,9.46,1.02,ml,36,44,0.03555,0.21,ci,ci37318376,2015-02-18T17:00:52.710Z,"13km SE of Anza, California",earthquake
2015-02-18T14:52:58.010Z,36.0211667,-117.7685,1.87,1.13,ml,11,104,0.004814,0.15,ci,ci37318368,2015-02-19T14:48:07.519Z,"16km NE of Little Lake, California",earthquake
2015-02-18T14:52:21.000Z,59.7632,-153.4251,141.7,2,ml,,,,0.63,ak,ak11517155,2015-02-24T20:56:15.129Z,"83km E of Old Iliamna, Alaska",earthquake
2015-02-18T14:51:49.900Z,37.6206667,-118.8381667,9.09,0.49,md,15,149,0.01736,0.03,nc,nc72396720,2015-02-19T00:42:07.082Z,"12km ESE of Mammoth Lakes, California",earthquake
2015-02-18T14:50:45.410Z,36.0241667,-117.7758333,1.5,1.89,ml,29,49,0.008634,0.17,ci,ci37318360,2015-02-19T14:43:51.133Z,"15km NE of Little Lake, California",earthquake
2015-02-18T14:37:49.070Z,38.8231659,-122.8430023,2.58,0.57,md,13,74,0.006228,0.02,nc,nc72396715,2015-02-18T15:32:13.774Z,"9km NW of The Geysers, California",earthquake
2015-02-18T14:37:35.100Z,36.0551667,-117.581,6.3,0.3,ml,7,114,0.07459,0.18,ci,ci37318352,2015-02-19T14:40:02.433Z,"32km ENE of Little Lake, California",earthquake
2015-02-18T14:36:44.000Z,59.7584,-151.6318,64,1.2,ml,,,,0.35,ak,ak11511829,2015-02-24T20:54:20.782Z,"10km NNW of Diamond Ridge, Alaska",earthquake
2015-02-18T14:31:53.900Z,2.732,128.5544,239,5.2,mb,,22,2.28,0.67,us,usb000tq9w,2015-02-18T22:34:26.816Z,"126km NNE of Tobelo, Indonesia",earthquake
2015-02-18T14:28:59.879Z,41.9129,-119.5792,6.1951,2.01,ml,5,123.16,0.164,0.1014,nn,nn00483452,2015-02-20T19:32:10.390Z,"73km ESE of Lakeview, Oregon",earthquake
2015-02-18T14:28:17.000Z,63.2455,-150.7351,127.9,1.4,ml,,,,0.28,ak,ak11517153,2015-02-24T20:56:31.482Z,"90km W of Cantwell, Alaska",earthquake
2015-02-18T14:28:00.000Z,63.9491,-149.8659,9.7,0.8,ml,,,,0.78,ak,ak11511826,2015-02-24T20:54:49.145Z,"45km WNW of Healy, Alaska",earthquake
2015-02-18T14:20:32.900Z,18.2437,-67.3985,68,2.3,Md,5,280.8,0.35213959,0.3,pr,pr15049000,2015-02-18T15:50:32.915Z,"18km WSW of Stella, Puerto Rico",earthquake
2015-02-18T14:06:25.000Z,63.3971,-149.9166,101.1,1,ml,,,,0.43,ak,ak11517151,2015-02-24T20:56:30.720Z,"48km W of Cantwell, Alaska",earthquake
2015-02-18T14:04:37.000Z,58.5569,-136.9526,0,1.8,ml,,,,0.25,ak,ak11517150,2015-02-26T03:15:17.494Z,"72km WNW of Gustavus, Alaska",earthquake
2015-02-18T13:55:51.340Z,41.8397,-119.6637,5.9237,0.67,ml,4,226.04,0.152,0.0668,nn,nn00483533,2015-02-18T22:16:45.298Z,"68km SE of Lakeview, Oregon",earthquake
2015-02-18T13:54:51.796Z,41.8405,-119.6455,7.7005,0.95,ml,5,226.19,0.16,0.1277,nn,nn00483532,2015-02-18T22:16:07.466Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-18T13:52:48.444Z,41.8415,-119.643,6.7347,1.43,ml,5,226.08,0.16,0.1455,nn,nn00483455,2015-02-18T14:50:07.252Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-18T13:52:35.400Z,32.5193333,-116.1256667,8.69,2.19,ml,26,95,0.1311,0.24,ci,ci37318344,2015-02-18T16:59:32.371Z,"27km SSW of Ocotillo, California",earthquake
2015-02-18T13:51:31.000Z,62.1945,-148.1205,14.8,0.7,ml,,,,0.77,ak,ak11511821,2015-02-26T03:15:00.967Z,"58km NE of Sutton-Alpine, Alaska",earthquake
2015-02-18T13:49:29.650Z,37.252,71.6971,125.95,4.3,mb,,59,0.904,0.7,us,usb000tq9t,2015-02-18T21:52:05.295Z,"11km W of Roshtqal'a, Tajikistan",earthquake
2015-02-18T13:46:07.170Z,33.4638333,-116.5806667,12.06,1.88,ml,17,106,0.03566,0.19,ci,ci37318336,2015-02-18T13:50:14.745Z,"13km SE of Anza, California",earthquake
2015-02-18T13:45:03.140Z,33.1941667,-115.6383333,1.1,1.5,ml,21,71,0.0172,0.3,ci,ci37318328,2015-02-18T16:59:52.819Z,"12km WSW of Niland, California",earthquake
2015-02-18T13:40:58.710Z,33.1775,-115.6253333,1.37,1.85,ml,21,75,0.006074,0.33,ci,ci37318320,2015-02-18T17:03:03.742Z,"12km WNW of Calipatria, California",earthquake
2015-02-18T13:33:26.800Z,47.235,-120.677,8.2,0.1,md,3,172,0.02082,0.02,uw,uw60106408,2015-02-21T22:14:43.170Z,"20km ENE of Cle Elum, Washington",earthquake
2015-02-18T13:31:22.863Z,37.1308,-117.2322,15.5175,1.66,ml,14,108.78,0.172,0.1369,nn,nn00483450,2015-02-19T19:31:16.757Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-18T13:30:12.000Z,63.3393,-151.6804,12.5,0.8,ml,,,,0.72,ak,ak11517148,2015-02-24T20:56:14.453Z,"136km W of Cantwell, Alaska",earthquake
2015-02-18T13:27:53.000Z,52.1286,-168.6797,18.3,2.2,ml,,,,0.48,ak,ak11517147,2015-02-26T03:15:20.024Z,"90km S of Nikolski, Alaska",earthquake
2015-02-18T13:23:29.460Z,37.6456667,-118.9313333,8.68,0.48,md,20,118,0.02228,0.03,nc,nc72396710,2015-02-19T00:18:05.201Z,"3km E of Mammoth Lakes, California",earthquake
2015-02-18T13:20:53.750Z,33.5096667,-116.461,8.42,0.56,ml,19,106,0.03252,0.17,ci,ci37318304,2015-02-18T17:00:12.662Z,"20km ESE of Anza, California",earthquake
2015-02-18T13:19:38.310Z,36.1033333,-117.8551667,3.59,0.5,ml,10,82,0.01438,0.11,ci,ci37318312,2015-02-20T03:17:54.882Z,"11km NE of Coso Junction, California",earthquake
2015-02-18T13:18:49.000Z,63.1204,-150.4995,113.5,1.3,ml,,,,0.57,ak,ak11511763,2015-02-24T20:54:20.060Z,"83km WSW of Cantwell, Alaska",earthquake
2015-02-18T13:12:25.760Z,10.2991,-85.2165,52.75,4.5,mb,,148,0.259,0.83,us,usb000tq9p,2015-03-04T23:59:54.819Z,"19km SW of Canas, Costa Rica",earthquake
2015-02-18T13:07:57.000Z,52.5993,-169.7021,48.1,2.8,ml,,,,0.51,ak,ak11511761,2015-02-26T03:15:27.005Z,"67km WSW of Nikolski, Alaska",earthquake
2015-02-18T12:53:30.680Z,33.6666667,-116.932,9.23,0.64,ml,27,72,0.02147,0.14,ci,ci37318296,2015-02-18T17:00:28.708Z,"10km SSW of Valle Vista, California",earthquake
2015-02-18T12:52:13.000Z,61.4946,-149.9461,45.3,1.3,ml,,,,0.33,ak,ak11511759,2015-02-24T20:54:51.296Z,"3km S of Big Lake, Alaska",earthquake
2015-02-18T12:45:40.000Z,65.0592,-146.1863,15.3,1.9,ml,,,,0.61,ak,ak11511756,2015-02-26T03:15:03.649Z,"60km NE of Eielson Air Force Base, Alaska",earthquake
2015-02-18T12:43:21.460Z,33.1071667,-116.577,13.1,0.8,ml,28,75,0.0313,0.29,ci,ci37318288,2015-02-18T17:00:17.442Z,"4km NE of Julian, California",earthquake
2015-02-18T12:23:58.000Z,38.8216667,-122.7978363,5.17,0.29,md,9,117,0.009714,0.02,nc,nc72396700,2015-02-18T14:54:02.643Z,"6km W of Cobb, California",earthquake
2015-02-18T12:23:53.000Z,62.2751,-147.1455,38.4,2.2,ml,,,,0.5,ak,ak11511736,2015-02-24T20:54:52.867Z,"85km WNW of Glennallen, Alaska",earthquake
2015-02-18T12:13:24.270Z,38.8429985,-122.8293304,2.52,1.36,md,21,62,0.006519,0.02,nc,nc72396690,2015-02-18T14:04:03.068Z,"9km WNW of Cobb, California",earthquake
2015-02-18T12:04:39.000Z,61.4835,-149.923,39.6,1,ml,,,,0.54,ak,ak11517141,2015-02-24T20:56:28.488Z,"4km SSE of Big Lake, Alaska",earthquake
2015-02-18T11:51:51.000Z,54.5915,-162.2832,49.2,2.5,ml,,,,0.33,ak,ak11511699,2015-02-24T20:55:58.136Z,"71km SSE of Cold Bay, Alaska",earthquake
2015-02-18T11:49:05.000Z,61.7073,-150.9024,59,1.1,ml,,,,0.54,ak,ak11517139,2015-02-24T20:56:27.542Z,"45km W of Willow, Alaska",earthquake
2015-02-18T11:39:01.000Z,65.1424,-150.469,15.4,0.9,ml,,,,0.77,ak,ak11511698,2015-02-26T03:15:26.258Z,"17km NNE of Manley Hot Springs, Alaska",earthquake
2015-02-18T11:28:20.853Z,41.8475,-119.6463,4.6817,0.8,ml,5,225.05,0.154,0.2267,nn,nn00483528,2015-02-18T21:51:44.072Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-18T11:22:04.000Z,60.7686,-152.5229,109.7,1.7,ml,,,,0.58,ak,ak11517137,2015-02-24T20:56:26.749Z,"33km NNE of Redoubt Volcano, Alaska",earthquake
2015-02-18T11:19:21.000Z,63.8758,-150.4446,5.3,0.5,ml,,,,0.52,ak,ak11517136,2015-02-24T20:56:13.683Z,"72km W of Healy, Alaska",earthquake
2015-02-18T11:18:55.400Z,35.5275,-120.823,5.06,0.77,md,20,41,0.06854,0.12,nc,nc72396675,2015-02-20T23:56:08.473Z,"10km WSW of Templeton, California",earthquake
2015-02-18T11:15:35.000Z,61.1673,-148.1131,11.5,1.2,ml,,,,0.72,ak,ak11511677,2015-02-24T20:54:52.053Z,"53km NE of Whittier, Alaska",earthquake
2015-02-18T11:02:07.000Z,65.7748,-151.0339,3.6,0.9,ml,,,,1.19,ak,ak11517134,2015-02-26T03:15:19.077Z,"82km NE of Tanana, Alaska",earthquake
2015-02-18T10:58:09.600Z,19.1955,-155.3698,45.1,2,Md,,176.4,0.04491576,0.11,hv,hv60854371,2015-02-18T20:25:33.477Z,"11km E of Pahala, Hawaii",earthquake
2015-02-18T10:55:32.600Z,37.6771667,-122.0788333,8.79,1.15,md,29,54,0.0616,0.08,nc,nc72396670,2015-02-20T04:52:01.753Z,"0km N of Hayward, California",earthquake
2015-02-18T10:55:26.730Z,38.2833333,-112.6231667,15.64,1.76,ml,13,94,0.293,0.25,uu,uu60102227,2015-02-18T16:14:15.120Z,"1km ENE of Beaver, Utah",earthquake
2015-02-18T10:50:34.000Z,62.1522,-147.2304,26.7,1.1,ml,,,,0.57,ak,ak11511646,2015-02-24T20:54:17.002Z,"87km W of Glennallen, Alaska",earthquake
2015-02-18T10:46:31.000Z,62.6556,-143.1247,13.8,1.6,ml,,,,0.69,ak,ak11511640,2015-02-24T20:55:04.138Z,"76km S of Tok, Alaska",earthquake
2015-02-18T10:45:30.550Z,47.2413333,-120.709,6.75,0.99,md,6,123,0.0319,0.09,uw,uw60106308,2015-02-19T04:26:13.120Z,"18km ENE of Cle Elum, Washington",earthquake
2015-02-18T10:42:37.080Z,37.6293333,-118.8278333,9.31,0.5,md,16,171,0.006579,0.04,nc,nc72396660,2015-02-19T00:36:03.053Z,"12km E of Mammoth Lakes, California",earthquake
2015-02-18T10:37:49.000Z,50.2543,179.0629,10.4,2.6,ml,,,,0.7,ak,ak11517131,2015-02-26T03:15:34.381Z,"170km SW of Amatignak Island, Alaska",earthquake
2015-02-18T10:37:19.485Z,41.8832,-119.6349,7.0679,0.88,ml,4,115.57,0.138,0.2354,nn,nn00484443,2015-02-24T17:49:04.291Z,"67km ESE of Lakeview, Oregon",earthquake
2015-02-18T10:37:18.000Z,62.3206,-133.8533,20,2.3,ml,,,,0.41,ak,ak11517130,2015-02-26T03:15:22.155Z,"28km WNW of Faro, Canada",earthquake
2015-02-18T10:29:37.490Z,33.728,-116.8365,19.35,0.53,ml,21,94,0.08345,0.15,ci,ci37318280,2015-02-20T03:13:02.246Z,"6km ESE of Valle Vista, California",earthquake
2015-02-18T10:25:50.204Z,37.1433,-117.2542,13.4317,0.24,ml,6,163.61,0.24,0.0849,nn,nn00484442,2015-02-24T17:39:37.649Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-18T10:22:57.843Z,39.3963,-119.8124,4.3792,0.21,ml,7,100.68,0.038,0.1303,nn,nn00484441,2015-02-24T17:27:11.948Z,"14km S of Reno, Nevada",earthquake
2015-02-18T10:17:02.838Z,37.1597,-117.2547,7.4123,0.32,ml,11,163.47,0.252,0.1285,nn,nn00484436,2015-02-24T17:10:38.790Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-18T10:16:05.333Z,37.1377,-117.2544,10.5143,0.37,ml,14,149.2,0.237,0.1318,nn,nn00484380,2015-02-24T17:10:21.977Z,"50km WNW of Beatty, Nevada",earthquake
2015-02-18T09:57:13.271Z,37.1496,-117.2694,14.7653,1.51,ml,14,122.65,0.172,0.1197,nn,nn00483430,2015-02-19T17:56:48.408Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-18T09:55:00.000Z,63.9306,-148.9308,0,1.6,ml,,,,0.52,ak,ak11511596,2015-02-24T20:54:54.301Z,"8km NNE of Healy, Alaska",earthquake
2015-02-18T09:54:47.000Z,61.5123,-140.9248,9,1.2,ml,,,,0.35,ak,ak11511599,2015-02-26T03:15:28.790Z,"180km NNE of Cape Yakataga, Alaska",earthquake
2015-02-18T09:32:26.950Z,-10.7349,164.1504,10,5.9,mb,,29,4.334,1.16,us,usb000tq9f,2015-02-18T17:34:57.088Z,"184km W of Lata, Solomon Islands",earthquake
2015-02-18T09:30:59.000Z,62.7393,-150.8884,79.6,1.1,ml,,,,0.47,ak,ak11517127,2015-02-24T20:54:39.503Z,"61km NW of Talkeetna, Alaska",earthquake
2015-02-18T09:26:41.270Z,48.1891667,-122.8706667,27.73,0.86,md,8,128,0.1658,0.06,uw,uw60971221,2015-02-18T09:45:36.080Z,"11km NW of Port Townsend, Washington",earthquake
2015-02-18T09:22:45.000Z,60.3817,-153.0902,158.8,2,ml,,,,0.48,ak,ak11517126,2015-02-24T20:54:38.766Z,"22km WSW of Redoubt Volcano, Alaska",earthquake
2015-02-18T09:19:04.310Z,38.7981682,-122.7248306,3.38,0.5,md,11,69,0.008842,0.02,nc,nc72396650,2015-02-18T09:44:05.088Z,"2km S of Cobb, California",earthquake
2015-02-18T09:18:12.242Z,41.8472,-119.6509,8.1355,1.01,ml,5,225.02,0.152,0.1028,nn,nn00483525,2015-02-18T21:43:59.882Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-18T09:13:47.860Z,47.252,-120.6773333,8.25,0.02,md,3,201,0.007886,0.07,uw,uw60971211,2015-02-19T03:59:54.710Z,"20km ENE of Cle Elum, Washington",earthquake
2015-02-18T09:12:00.000Z,64.4296,-147.9941,1,0.9,ml,,,,0.39,ak,ak11511572,2015-02-24T20:54:53.554Z,"46km SSW of Badger, Alaska",earthquake
2015-02-18T09:11:57.140Z,38.8353348,-122.7736664,2.14,0.75,md,10,73,0.005673,0.02,nc,nc72396645,2015-02-18T11:38:03.707Z,"4km WNW of Cobb, California",earthquake
2015-02-18T09:08:51.520Z,38.819,-122.8046667,3.74,1.31,md,50,24,0.006091,0.04,nc,nc72396640,2015-02-21T04:19:02.152Z,"6km NW of The Geysers, California",earthquake
2015-02-18T09:08:41.180Z,47.2521667,-120.6998333,8.17,0.92,md,3,218,0.02292,0.02,uw,uw60106008,2015-02-18T09:41:11.660Z,"19km ENE of Cle Elum, Washington",earthquake
2015-02-18T09:04:11.550Z,47.2491667,-120.7526667,4.58,4.29,ml,40,38,0.05904,0.3,uw,uw60971201,2015-03-04T17:03:15.941Z,"15km ENE of Cle Elum, Washington",earthquake
2015-02-18T09:02:15.010Z,33.3235,-116.86,16.2,0.79,ml,35,53,0.03011,0.17,ci,ci37318264,2015-02-20T03:08:27.980Z,"4km S of Palomar Observatory, California",earthquake
2015-02-18T08:47:22.000Z,61.5508,-149.7276,44.7,3.3,ml,,,,0.55,ak,ak11511544,2015-02-26T03:15:39.201Z,"8km WNW of Knik-Fairview, Alaska",earthquake
2015-02-18T08:42:22.670Z,37.1683,-117.2557,10.742,1.05,ml,14,157,0.194,0.1589,nn,nn00483427,2015-02-19T17:47:12.173Z,"52km WNW of Beatty, Nevada",earthquake
2015-02-18T08:33:08.000Z,59.6316,-150.7724,40.9,2.1,ml,,,,0.56,ak,ak11511540,2015-02-24T20:54:55.029Z,"31km ESE of Fritz Creek, Alaska",earthquake
2015-02-18T08:28:54.930Z,37.5486667,-118.878,8.69,0.74,md,22,192,0.05669,0.02,nc,nc72396635,2015-02-19T00:02:04.511Z,"13km SE of Mammoth Lakes, California",earthquake
2015-02-18T08:26:13.000Z,51.8473,-173.3421,43.7,1.9,ml,,,,0.24,ak,ak11517122,2015-02-24T20:54:38.013Z,"70km ESE of Atka, Alaska",earthquake
2015-02-18T08:22:58.000Z,65.029,-148.9601,6.5,0.3,ml,,,,0.37,ak,ak11511541,2015-02-26T03:15:20.977Z,"49km WNW of Ester, Alaska",earthquake
2015-02-18T08:21:30.000Z,53.1775,-164.3341,25.8,2.8,ml,,,,0.52,ak,ak11511539,2015-02-26T03:15:57.433Z,"142km SE of Akutan, Alaska",earthquake
2015-02-18T08:20:18.360Z,38.8370018,-122.8028336,2.1,0.43,md,10,66,0.009855,0.01,nc,nc72396625,2015-02-18T10:39:05.025Z,"7km WNW of Cobb, California",earthquake
2015-02-18T08:19:48.500Z,19.4743,-155.588,1.7,0.8,Md,,176.4,0.00898315,0.05,hv,hv60854331,2015-02-24T02:30:05.215Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-02-18T08:16:30.036Z,41.8512,-119.646,6.8863,1.22,ml,5,224.45,0.152,0.1075,nn,nn00483521,2015-02-18T21:21:24.788Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-18T08:13:08.000Z,62.596,-151.2134,91,1.5,ml,,,,0.41,ak,ak11511536,2015-02-24T20:54:57.345Z,"64km WNW of Talkeetna, Alaska",earthquake
2015-02-18T08:00:32.820Z,38.7896652,-122.7470016,2.16,0.57,md,10,90,0.01028,0.01,nc,nc72396620,2015-02-18T10:05:03.289Z,"1km NNE of The Geysers, California",earthquake
2015-02-18T07:56:34.000Z,64.453,-148.0031,2.1,1.1,ml,,,,0.56,ak,ak11511532,2015-02-24T20:54:56.598Z,"43km S of Ester, Alaska",earthquake
2015-02-18T07:54:15.000Z,65.0122,-148.9895,16.1,0.4,ml,,,,0.51,ak,ak11511533,2015-02-26T03:15:33.263Z,"48km N of North Nenana, Alaska",earthquake
2015-02-18T07:52:24.000Z,63.0444,-151.4575,6.4,0.9,ml,,,,0.46,ak,ak11517116,2015-02-24T20:54:36.338Z,"105km NW of Talkeetna, Alaska",earthquake
2015-02-18T07:47:27.530Z,36.0708333,-117.5685,7.86,0.57,ml,12,134,0.06567,0.35,ci,ci37318256,2015-02-20T03:01:59.709Z,"34km ENE of Little Lake, California",earthquake
